snow_type_dry,snow_type_unknown,snow_type_wet,trigger_type_explosive,trigger_type_natural,trigger_type_unknown,max_elevation,min_elevation,aspect_degrees,length,width,perimeter,area,aval_size_class,weight_AAI,risk_index
0,0,1,0,1,0,1906.0,1743.0,128.0,270.0,81.0,613.0,9788.0,2,2,0
0,0,1,0,1,0,1981.0,1919.0,115.0,112.0,38.0,251.0,3194.0,2,2,0
0,0,1,0,1,0,2250.0,1397.0,115.0,1368.0,123.0,2842.0,82766.0,4,4,0
0,0,1,0,1,0,2660.0,2428.0,1.0,358.0,431.0,1807.0,95047.0,3,3,0
0,0,1,0,1,0,2502.0,2409.0,135.0,150.0,38.0,353.0,4253.0,2,2,0
0,0,1,0,1,0,2476.0,2319.0,170.0,321.0,62.0,697.0,12586.0,3,3,0
0,0,1,0,1,0,2001.0,1909.0,24.0,130.0,50.0,318.0,5383.0,2,2,0
0,0,1,0,1,0,2165.0,2072.0,49.0,115.0,27.0,263.0,2508.0,2,2,0
0,0,1,0,1,0,1969.0,1903.0,86.0,140.0,130.0,489.0,15831.0,2,2,0
0,0,1,0,1,0,2359.0,2290.0,127.0,125.0,20.0,263.0,1852.0,2,2,0
0,0,1,0,1,0,2199.0,1986.0,56.0,280.0,31.0,589.0,6614.0,2,2,0
0,0,1,0,1,0,2633.0,2485.0,313.0,238.0,26.0,492.0,3123.0,2,2,0
0,0,1,0,1,0,2512.0,2422.0,319.0,126.0,11.0,257.0,975.0,2,2,0
0,0,1,0,1,0,2464.0,2440.0,56.0,34.0,11.0,80.0,305.0,1,1,0
0,0,1,0,1,0,2470.0,2328.0,243.0,225.0,45.0,494.0,5825.0,2,2,0
0,0,1,0,1,0,2502.0,2475.0,16.0,39.0,21.0,94.0,579.0,1,1,0
0,0,1,0,1,0,2081.0,2050.0,79.0,43.0,9.0,89.0,256.0,1,1,0
0,0,1,0,1,0,2539.0,2518.0,323.0,32.0,14.0,77.0,321.0,1,1,0
0,0,1,0,1,0,2450.0,2375.0,261.0,115.0,37.0,257.0,2677.0,2,2,0
0,0,1,0,1,0,2507.0,2488.0,144.0,22.0,43.0,103.0,685.0,1,1,0
0,0,1,0,1,0,2485.0,2438.0,2.0,52.0,98.0,261.0,4277.0,2,2,0
0,0,1,0,1,0,2232.0,2106.0,84.0,206.0,29.0,438.0,4436.0,2,2,0
0,0,1,0,1,0,1984.0,1728.0,287.0,449.0,50.0,940.0,11775.0,3,3,0
0,0,1,0,1,0,2463.0,1859.0,80.0,1008.0,177.0,2966.0,63572.0,4,4,0
0,0,1,0,1,0,2297.0,1987.0,30.0,417.0,51.0,891.0,7509.0,3,3,0
0,0,1,0,1,0,2235.0,2044.0,17.0,322.0,36.0,681.0,6356.0,3,3,0
0,0,1,0,1,0,2207.0,2171.0,330.0,54.0,24.0,136.0,1058.0,2,2,0
0,0,1,0,1,0,2510.0,2487.0,146.0,32.0,23.0,88.0,566.0,1,1,0
0,0,1,0,1,0,2115.0,1838.0,75.0,407.0,30.0,841.0,5775.0,3,3,0
0,0,1,0,1,0,2073.0,1970.0,298.0,128.0,29.0,274.0,2441.0,2,2,0
0,0,1,0,1,0,2442.0,2358.0,301.0,117.0,20.0,240.0,1324.0,2,2,0
0,0,1,0,1,0,2640.0,1872.0,245.0,1157.0,215.0,2490.0,183054.0,4,4,0
0,0,1,0,1,0,2344.0,2271.0,276.0,115.0,36.0,257.0,2269.0,2,2,0
0,0,1,0,1,0,2496.0,2463.0,35.0,41.0,27.0,113.0,856.0,1,1,0
0,0,1,0,1,0,2118.0,1600.0,56.0,931.0,851.0,5756.0,490967.0,3,3,0
1,0,0,0,1,0,1991.0,1925.0,122.0,101.0,37.0,254.0,3178.0,2,2,0
0,0,1,0,1,0,2526.0,2504.0,313.0,48.0,24.0,121.0,789.0,1,1,0
0,0,0,0,1,0,2566.0,2495.0,281.0,79.0,17.0,169.0,804.0,2,2,2
0,0,1,0,1,0,2320.0,2290.0,226.0,48.0,46.0,163.0,1812.0,1,1,2
0,0,0,0,0,1,2448.0,2252.0,97.0,380.0,94.0,853.0,19187.0,3,3,2
0,1,0,0,1,0,2598.0,2484.0,253.0,182.0,74.0,443.0,8953.0,2,2,2
0,0,1,0,1,0,2412.0,2219.0,146.0,337.0,134.0,826.0,22252.0,3,3,2
0,0,1,0,1,0,2380.0,2347.0,64.0,55.0,24.0,145.0,1084.0,2,2,2
0,0,1,0,1,0,2117.0,2093.0,116.0,47.0,23.0,117.0,648.0,1,1,2
0,0,1,0,1,0,2346.0,2101.0,269.0,376.0,39.0,777.0,10771.0,3,3,2
0,0,1,0,1,0,2534.0,2469.0,313.0,121.0,64.0,320.0,6046.0,2,2,2
0,0,0,0,1,0,2575.0,2511.0,231.0,89.0,8.0,182.0,378.0,2,2,2
0,0,1,0,1,0,2090.0,2059.0,348.0,57.0,42.0,161.0,1777.0,2,2,2
0,0,0,0,1,0,2542.0,2471.0,323.0,99.0,19.0,211.0,1259.0,2,2,2
0,0,0,0,1,0,2466.0,2375.0,348.0,110.0,12.0,231.0,587.0,2,2,2
0,0,0,0,1,0,2493.0,2450.0,191.0,103.0,31.0,245.0,2692.0,2,2,2
0,0,1,0,1,0,2043.0,1892.0,71.0,188.0,48.0,423.0,5932.0,2,2,2
0,0,1,0,1,0,2475.0,2274.0,158.0,305.0,54.0,662.0,8227.0,3,3,2
0,0,1,0,1,0,2311.0,2139.0,99.0,385.0,34.0,790.0,5309.0,3,3,2
1,0,0,0,0,0,2319.0,2285.0,9.0,41.0,17.0,96.0,431.0,1,1,2
0,0,1,0,1,0,2248.0,2227.0,90.0,44.0,29.0,130.0,1006.0,1,1,2
0,0,1,0,1,0,2284.0,2138.0,48.0,249.0,59.0,534.0,6550.0,2,2,2
0,0,1,0,1,0,2236.0,2202.0,55.0,54.0,19.0,127.0,588.0,2,2,2
0,0,1,0,1,0,2446.0,2415.0,297.0,56.0,31.0,151.0,1464.0,2,2,0
0,0,1,0,1,0,2296.0,2272.0,131.0,57.0,18.0,134.0,860.0,2,2,0
0,0,1,0,1,0,2542.0,2507.0,91.0,52.0,28.0,131.0,1084.0,2,2,0
0,0,1,0,1,0,1794.0,1656.0,65.0,277.0,121.0,746.0,17677.0,2,2,0
0,0,0,0,1,0,2054.0,1981.0,47.0,110.0,27.0,237.0,1961.0,2,2,0
0,0,0,0,1,0,2232.0,2142.0,297.0,108.0,52.0,264.0,4028.0,2,2,0
0,0,1,0,1,0,2605.0,2565.0,157.0,55.0,12.0,122.0,387.0,2,2,0
0,0,1,0,1,0,2574.0,2537.0,227.0,57.0,37.0,155.0,1614.0,2,2,0
0,0,1,0,1,0,2773.0,2736.0,54.0,55.0,25.0,142.0,1186.0,2,2,0
0,0,1,0,1,0,2605.0,2525.0,144.0,151.0,27.0,329.0,3467.0,2,2,2
0,0,1,0,1,0,2220.0,2195.0,77.0,20.0,88.0,202.0,1451.0,2,2,2
0,0,1,0,1,0,2066.0,1820.0,49.0,388.0,58.0,813.0,8963.0,3,3,2
0,0,1,0,1,0,2162.0,1880.0,260.0,426.0,42.0,901.0,9234.0,3,3,2
0,0,1,0,1,0,2098.0,1933.0,243.0,310.0,42.0,670.0,6462.0,3,3,2
0,0,1,0,1,0,2388.0,2264.0,131.0,255.0,91.0,569.0,13933.0,2,2,2
0,0,1,0,1,0,2261.0,2164.0,97.0,167.0,86.0,456.0,7532.0,2,2,2
0,0,1,0,1,0,2213.0,1875.0,310.0,748.0,154.0,2069.0,34211.0,3,3,2
0,0,1,0,1,0,2445.0,2049.0,348.0,583.0,139.0,1311.0,48496.0,3,3,2
0,0,1,0,1,0,2191.0,1952.0,255.0,372.0,55.0,785.0,12595.0,3,3,2
0,0,1,0,1,0,2126.0,1889.0,267.0,334.0,33.0,689.0,6182.0,3,3,2
0,0,1,0,1,0,2088.0,1833.0,52.0,436.0,91.0,957.0,17879.0,3,3,2
0,0,1,0,1,0,2317.0,2255.0,40.0,120.0,30.0,268.0,3004.0,2,2,2
0,0,1,0,1,0,2610.0,2429.0,8.0,275.0,61.0,597.0,5766.0,2,2,2
0,0,0,1,0,0,2477.0,2360.0,264.0,191.0,33.0,430.0,5457.0,2,2,2
0,0,1,0,1,0,2135.0,2107.0,105.0,55.0,22.0,142.0,845.0,2,2,2
0,0,0,0,1,0,2095.0,2049.0,156.0,92.0,13.0,192.0,550.0,2,2,2
0,0,0,0,1,0,2087.0,2014.0,37.0,104.0,33.0,231.0,2169.0,2,2,2
0,0,0,0,1,0,2461.0,2380.0,32.0,87.0,14.0,186.0,818.0,2,2,1
0,0,0,0,0,1,2634.0,2416.0,298.0,393.0,132.0,962.0,20204.0,3,3,1
0,0,1,0,1,0,2188.0,1971.0,253.0,397.0,71.0,867.0,12643.0,3,3,1
1,0,0,0,1,0,2604.0,2506.0,246.0,132.0,100.0,401.0,10143.0,2,2,2
1,0,0,0,0,0,2193.0,2033.0,27.0,229.0,31.0,487.0,5432.0,2,2,2
1,0,0,0,1,0,2417.0,2382.0,188.0,61.0,14.0,141.0,747.0,2,2,2
1,0,0,0,1,0,2268.0,2171.0,88.0,143.0,101.0,550.0,8269.0,2,2,2
1,0,0,0,1,0,2532.0,2442.0,280.0,115.0,24.0,248.0,1448.0,2,2,2
1,0,0,0,1,0,2009.0,1964.0,249.0,107.0,56.0,259.0,4293.0,2,2,2
1,0,0,0,1,0,2405.0,2323.0,353.0,123.0,182.0,515.0,17817.0,2,2,2
1,0,0,0,1,0,2100.0,2057.0,342.0,68.0,36.0,182.0,1642.0,2,2,2
1,0,0,0,1,0,2103.0,2069.0,2.0,64.0,60.0,218.0,3334.0,2,2,2
1,0,0,0,1,0,2042.0,2010.0,53.0,73.0,8.0,159.0,498.0,2,2,2
1,0,0,0,1,0,2434.0,2374.0,52.0,101.0,28.0,233.0,2217.0,2,2,2
1,0,0,0,1,0,2101.0,2044.0,126.0,117.0,68.0,323.0,6252.0,2,2,2
1,0,0,0,1,0,2094.0,2047.0,83.0,78.0,25.0,204.0,1396.0,2,2,2
1,0,0,1,0,0,2475.0,2241.0,52.0,286.0,42.0,600.0,8458.0,2,2,2
1,0,0,0,1,0,2161.0,2116.0,142.0,82.0,46.0,205.0,2789.0,2,2,2
1,0,0,0,1,0,2621.0,2531.0,48.0,112.0,28.0,246.0,2333.0,2,2,2
1,0,0,0,1,0,2100.0,2059.0,344.0,66.0,21.0,158.0,1027.0,2,2,2
1,0,0,0,1,0,2288.0,2227.0,293.0,87.0,52.0,227.0,3224.0,2,2,2
1,0,0,0,1,0,2670.0,2625.0,268.0,82.0,56.0,230.0,3512.0,2,2,2
1,0,0,0,1,0,2405.0,2341.0,252.0,83.0,17.0,184.0,1150.0,2,2,2
1,0,0,0,1,0,2555.0,2511.0,308.0,64.0,71.0,247.0,4083.0,2,2,2
0,1,0,0,1,0,2394.0,2266.0,281.0,165.0,36.0,371.0,2958.0,2,2,2
0,1,0,0,1,0,2577.0,2442.0,23.0,167.0,18.0,358.0,2143.0,2,2,2
0,1,0,0,0,1,2515.0,2334.0,250.0,346.0,138.0,818.0,36399.0,3,3,2
1,0,0,0,1,0,2574.0,2515.0,340.0,102.0,68.0,272.0,4639.0,2,2,2
1,0,0,0,0,1,2321.0,1989.0,242.0,487.0,38.0,992.0,8613.0,3,3,2
1,0,0,0,0,1,2050.0,1573.0,8.0,868.0,67.0,1819.0,29237.0,3,3,2
1,0,0,0,0,1,2440.0,2075.0,46.0,627.0,129.0,1371.0,43396.0,3,3,2
1,0,0,0,0,1,2804.0,2756.0,59.0,78.0,21.0,178.0,1351.0,2,2,2
1,0,0,0,0,1,2243.0,1750.0,66.0,714.0,90.0,1506.0,35113.0,3,3,2
1,0,0,0,0,1,2146.0,1425.0,115.0,1181.0,129.0,2497.0,60211.0,4,4,2
1,0,0,0,1,0,2610.0,2522.0,86.0,146.0,64.0,356.0,6745.0,2,2,2
1,0,0,0,1,0,2504.0,2388.0,52.0,146.0,21.0,307.0,1932.0,2,2,2
1,0,0,0,1,0,2218.0,2182.0,69.0,61.0,40.0,174.0,1963.0,2,2,2
1,0,0,0,1,0,2386.0,2326.0,57.0,124.0,80.0,330.0,6651.0,2,2,2
1,0,0,0,1,0,2505.0,2430.0,101.0,110.0,26.0,238.0,2077.0,2,2,2
1,0,0,0,1,0,2627.0,2543.0,155.0,106.0,30.0,246.0,1831.0,2,2,2
1,0,0,0,1,0,2560.0,2514.0,346.0,68.0,102.0,278.0,4593.0,2,2,2
1,0,0,0,1,0,2487.0,2370.0,36.0,128.0,26.0,282.0,2340.0,2,2,2
1,0,0,0,1,0,2579.0,2551.0,308.0,61.0,30.0,151.0,1369.0,2,2,2
1,0,0,0,0,1,2479.0,2093.0,340.0,777.0,422.0,2441.0,120988.0,3,3,2
1,0,0,0,1,0,2480.0,2449.0,343.0,65.0,91.0,268.0,4814.0,2,2,2
1,0,0,0,0,1,2192.0,1920.0,46.0,472.0,73.0,1021.0,11929.0,3,3,2
1,0,0,0,0,1,2668.0,2297.0,278.0,659.0,275.0,1648.0,82498.0,3,3,2
0,1,0,0,0,1,2620.0,2230.0,63.0,851.0,448.0,2908.0,224382.0,3,3,2
0,0,0,0,1,0,2449.0,2408.0,187.0,85.0,15.0,192.0,1136.0,2,2,2
0,1,0,0,0,1,2342.0,2074.0,252.0,353.0,50.0,753.0,8870.0,3,3,2
0,1,0,0,0,1,2162.0,1881.0,263.0,461.0,75.0,1015.0,20188.0,3,3,2
0,1,0,0,0,1,2590.0,1731.0,240.0,1487.0,296.0,3727.0,159307.0,4,4,2
0,1,0,0,0,1,2290.0,1397.0,106.0,1474.0,620.0,4786.0,327232.0,4,4,2
0,1,0,0,0,1,2739.0,2562.0,120.0,366.0,323.0,1277.0,79529.0,3,3,2
0,1,0,0,0,1,2709.0,2312.0,299.0,621.0,203.0,1443.0,84920.0,3,3,2
1,0,0,0,0,1,2300.0,1584.0,38.0,1391.0,233.0,3108.0,157650.0,4,4,2
1,0,0,0,1,0,2344.0,2247.0,326.0,165.0,115.0,463.0,14878.0,2,2,2
0,1,0,0,1,0,2706.0,2566.0,335.0,173.0,28.0,380.0,3482.0,2,2,2
0,0,0,0,1,0,2571.0,2506.0,152.0,93.0,10.0,190.0,659.0,2,2,2
0,1,0,0,1,0,2457.0,2340.0,357.0,170.0,24.0,365.0,3208.0,2,2,1
0,1,0,0,0,1,2132.0,1965.0,22.0,342.0,79.0,735.0,17531.0,3,3,1
1,0,0,0,1,0,2140.0,2079.0,349.0,108.0,59.0,282.0,3600.0,2,2,1
1,0,0,0,0,1,2273.0,1836.0,270.0,745.0,113.0,1654.0,64792.0,3,3,1
1,0,0,0,0,1,2324.0,1953.0,116.0,661.0,336.0,1736.0,111598.0,3,3,1
0,1,0,0,0,1,2779.0,2455.0,250.0,398.0,38.0,828.0,10438.0,3,3,1
0,1,0,0,1,0,2498.0,2394.0,124.0,173.0,56.0,405.0,6888.0,2,2,1
0,1,0,0,1,0,1873.0,1757.0,128.0,174.0,41.0,402.0,1818.0,2,2,2
1,0,0,0,1,0,1847.0,1810.0,244.0,71.0,25.0,173.0,1484.0,2,2,2
1,0,0,0,0,1,2129.0,1884.0,175.0,459.0,125.0,1036.0,19365.0,3,3,2
1,0,0,0,0,1,2486.0,2193.0,51.0,461.0,59.0,969.0,18399.0,3,3,2
1,0,0,0,0,1,2501.0,2135.0,335.0,629.0,234.0,1555.0,49054.0,3,3,2
1,0,0,0,0,1,2588.0,2368.0,63.0,432.0,111.0,959.0,36272.0,3,3,2
1,0,0,0,0,1,2128.0,1838.0,71.0,445.0,44.0,919.0,14273.0,3,3,2
1,0,0,0,0,1,2263.0,1905.0,59.0,477.0,76.0,1062.0,9746.0,3,3,2
1,0,0,0,0,1,2468.0,2112.0,23.0,488.0,68.0,1026.0,19908.0,3,3,2
1,0,0,0,0,1,2069.0,1972.0,150.0,229.0,70.0,523.0,9185.0,2,2,2
1,0,0,0,0,1,2529.0,2488.0,271.0,58.0,42.0,167.0,1904.0,2,2,2
1,0,0,0,0,1,2323.0,1834.0,36.0,712.0,98.0,1479.0,10270.0,3,3,2
1,0,0,0,0,1,2121.0,2056.0,43.0,108.0,60.0,286.0,5185.0,2,2,2
1,0,0,0,0,1,2499.0,2129.0,2.0,483.0,78.0,1039.0,14082.0,3,3,2
1,0,0,0,0,1,2293.0,2004.0,268.0,517.0,125.0,1138.0,31306.0,3,3,2
1,0,0,0,0,1,2254.0,1742.0,84.0,1323.0,293.0,2991.0,101220.0,4,4,2
1,0,0,0,0,1,2272.0,1858.0,265.0,668.0,213.0,2859.0,67147.0,3,3,2
1,0,0,0,0,1,2372.0,1859.0,291.0,753.0,76.0,1584.0,50453.0,3,3,2
1,0,0,0,0,1,2428.0,2374.0,98.0,85.0,36.0,210.0,2081.0,2,2,2
1,0,0,0,0,1,2581.0,2330.0,8.0,437.0,111.0,967.0,29475.0,3,3,2
1,0,0,0,0,1,2477.0,2192.0,39.0,432.0,46.0,912.0,15358.0,3,3,2
1,0,0,0,0,1,2249.0,1685.0,36.0,855.0,177.0,1824.0,96220.0,3,3,2
1,0,0,0,0,1,2333.0,2240.0,162.0,80.0,192.0,445.0,10453.0,2,2,2
1,0,0,0,0,1,2611.0,2524.0,154.0,92.0,235.0,531.0,14148.0,2,2,2
1,0,0,0,0,1,2255.0,1695.0,275.0,1093.0,167.0,2328.0,72603.0,4,4,2
1,0,0,0,0,1,2248.0,1983.0,109.0,497.0,48.0,1047.0,14259.0,3,3,2
1,0,0,0,0,1,2298.0,1886.0,47.0,596.0,174.0,2071.0,53452.0,3,3,2
1,0,0,0,0,1,2498.0,2197.0,266.0,497.0,114.0,1070.0,42190.0,3,3,2
1,0,0,0,0,1,2538.0,2470.0,132.0,162.0,116.0,431.0,13028.0,2,2,2
1,0,0,0,0,1,2436.0,1829.0,29.0,947.0,77.0,1947.0,52556.0,3,3,2
1,0,0,0,0,1,2498.0,1806.0,33.0,1122.0,177.0,3379.0,145752.0,4,4,2
1,0,0,0,0,1,2314.0,1984.0,37.0,450.0,104.0,1013.0,16102.0,3,3,2
1,0,0,0,0,1,2505.0,2333.0,26.0,437.0,296.0,1249.0,65691.0,3,3,2
1,0,0,0,0,1,2447.0,2338.0,44.0,144.0,24.0,462.0,2302.0,2,2,2
1,0,0,0,0,1,2492.0,2447.0,186.0,101.0,54.0,250.0,3751.0,2,2,2
1,0,0,0,0,1,2291.0,1854.0,39.0,592.0,60.0,1227.0,13557.0,3,3,2
1,0,0,0,0,1,2506.0,2265.0,38.0,328.0,211.0,886.0,48170.0,3,3,2
1,0,0,0,0,1,2535.0,2240.0,95.0,498.0,118.0,1140.0,48399.0,3,3,2
0,1,0,0,1,0,2031.0,1939.0,162.0,165.0,61.0,384.0,6884.0,2,2,2
0,1,0,0,0,1,2611.0,1886.0,43.0,1452.0,412.0,3330.0,214987.0,4,4,2
0,1,0,0,0,1,2610.0,1472.0,281.0,3099.0,653.0,7039.0,608070.0,5,4,2
0,1,0,0,0,1,2605.0,1707.0,240.0,1706.0,357.0,3736.0,402733.0,4,4,2
0,1,0,0,0,1,2659.0,2240.0,328.0,892.0,716.0,3121.0,319738.0,3,3,2
0,1,0,0,0,1,2221.0,1651.0,80.0,1740.0,826.0,5390.0,640250.0,4,4,2
0,1,0,0,0,1,2502.0,1697.0,41.0,1553.0,624.0,4350.0,337495.0,4,4,2
0,1,0,0,0,1,2163.0,1663.0,92.0,1281.0,508.0,3132.0,340113.0,4,4,2
1,0,0,0,0,1,2127.0,1958.0,258.0,243.0,28.0,513.0,3469.0,2,2,2
1,0,0,0,0,1,2070.0,1956.0,119.0,170.0,61.0,400.0,6692.0,2,2,2
1,0,0,0,0,1,2312.0,1610.0,59.0,1193.0,224.0,2659.0,184218.0,4,4,2
1,0,0,0,0,1,2232.0,2111.0,85.0,206.0,66.0,489.0,8503.0,2,2,2
1,0,0,0,1,0,2355.0,2306.0,94.0,127.0,47.0,304.0,3891.0,2,2,2
0,1,0,0,0,0,2242.0,2220.0,176.0,66.0,85.0,236.0,3972.0,2,2,2
0,1,0,0,0,0,2592.0,2567.0,301.0,71.0,27.0,171.0,1568.0,2,2,2
0,1,0,0,0,0,2521.0,2469.0,62.0,67.0,18.0,149.0,871.0,2,2,2
1,0,0,0,1,0,2530.0,2486.0,57.0,76.0,37.0,184.0,2072.0,2,2,2
1,0,0,0,0,0,2453.0,2424.0,196.0,44.0,20.0,116.0,746.0,1,1,2
0,1,0,0,0,0,2226.0,2173.0,104.0,62.0,26.0,144.0,1168.0,2,2,2
1,0,0,0,1,0,2410.0,2317.0,54.0,158.0,373.0,857.0,31831.0,3,3,1
0,1,0,0,0,1,2216.0,1888.0,261.0,442.0,82.0,1151.0,19978.0,3,3,1
0,1,0,0,1,0,2488.0,2395.0,53.0,166.0,66.0,388.0,8538.0,2,2,1
0,1,0,0,1,0,2541.0,2440.0,0.0,181.0,80.0,443.0,10268.0,2,2,1
0,1,0,0,1,0,2394.0,2301.0,53.0,165.0,223.0,720.0,25305.0,2,2,1
0,1,0,0,1,0,2438.0,2325.0,60.0,167.0,30.0,348.0,2793.0,2,2,1
0,1,0,0,1,0,2069.0,1990.0,144.0,165.0,37.0,372.0,5287.0,2,2,1
0,1,0,0,1,0,2550.0,2457.0,141.0,170.0,46.0,378.0,6689.0,2,2,1
0,1,0,0,1,0,2480.0,2360.0,289.0,177.0,39.0,386.0,5406.0,2,2,1
1,0,0,0,0,1,2624.0,2493.0,313.0,173.0,41.0,403.0,3570.0,2,2,1
0,1,0,0,0,0,1862.0,1805.0,9.0,71.0,24.0,166.0,1304.0,2,2,1
1,0,0,0,0,0,2188.0,2149.0,180.0,47.0,20.0,118.0,771.0,1,1,1
1,0,0,0,1,0,2513.0,2436.0,97.0,120.0,29.0,266.0,2373.0,2,2,1
1,0,0,0,1,0,2574.0,2510.0,349.0,122.0,45.0,281.0,4293.0,2,2,1
1,0,0,0,1,0,2393.0,2338.0,156.0,96.0,39.0,227.0,2771.0,2,2,1
1,0,0,0,0,0,2029.0,2010.0,127.0,45.0,30.0,129.0,1123.0,1,1,1
1,0,0,1,0,0,2679.0,2517.0,47.0,246.0,110.0,590.0,15618.0,2,2,2
1,0,0,0,0,0,2259.0,2002.0,103.0,443.0,74.0,957.0,11293.0,3,3,2
1,0,0,0,1,0,2747.0,2645.0,54.0,159.0,82.0,403.0,7681.0,2,2,2
1,0,0,0,1,0,2610.0,2510.0,311.0,140.0,37.0,311.0,4141.0,2,2,2
1,0,0,0,1,0,2652.0,2544.0,312.0,141.0,118.0,472.0,10957.0,2,2,2
1,0,0,0,1,0,2085.0,1968.0,38.0,139.0,14.0,284.0,956.0,2,2,2
1,0,0,0,1,0,2575.0,2503.0,300.0,144.0,123.0,420.0,13199.0,2,2,2
1,0,0,0,1,0,2480.0,2372.0,81.0,120.0,16.0,247.0,1386.0,2,2,2
1,0,0,0,1,0,2513.0,2403.0,243.0,156.0,46.0,360.0,5762.0,2,2,2
1,0,0,0,0,1,2479.0,2312.0,188.0,241.0,338.0,942.0,56034.0,3,3,2
1,0,0,0,0,1,2716.0,2585.0,75.0,237.0,142.0,647.0,25544.0,2,2,2
1,0,0,0,0,1,2751.0,2564.0,115.0,220.0,51.0,478.0,6116.0,2,2,2
1,0,0,0,1,0,2018.0,1954.0,66.0,79.0,23.0,189.0,973.0,2,2,2
1,0,0,0,1,0,2455.0,2409.0,4.0,76.0,45.0,203.0,2573.0,2,2,2
1,0,0,0,0,1,2872.0,2724.0,358.0,226.0,70.0,520.0,10247.0,2,2,2
1,0,0,0,0,1,2124.0,1507.0,135.0,925.0,83.0,1929.0,23835.0,3,3,2
1,0,0,0,0,1,2485.0,2365.0,52.0,175.0,102.0,465.0,14183.0,2,2,2
1,0,0,0,0,0,2244.0,2171.0,85.0,104.0,20.0,236.0,1772.0,2,2,2
1,0,0,0,0,0,1979.0,1624.0,23.0,551.0,39.0,1130.0,11340.0,3,3,2
0,1,0,0,1,0,2230.0,2142.0,69.0,183.0,72.0,445.0,8859.0,2,2,2
0,1,0,0,0,1,2568.0,2305.0,156.0,825.0,518.0,2221.0,291943.0,3,3,2
1,0,0,0,0,1,2582.0,2484.0,283.0,178.0,64.0,411.0,8610.0,2,2,2
1,0,0,0,0,0,2216.0,2171.0,153.0,70.0,56.0,232.0,3592.0,2,2,2
1,0,0,0,1,0,2394.0,2261.0,21.0,163.0,29.0,338.0,3385.0,2,2,2
0,0,0,0,1,0,1982.0,1918.0,116.0,97.0,22.0,211.0,1668.0,2,2,0
1,0,0,1,0,0,2704.0,2557.0,230.0,260.0,459.0,1304.0,62390.0,3,3,0
1,0,0,1,0,0,2603.0,2468.0,150.0,213.0,29.0,450.0,4722.0,2,2,0
0,0,0,0,1,0,2585.0,2497.0,268.0,105.0,22.0,239.0,1892.0,2,2,0
0,0,0,0,1,0,2582.0,2500.0,52.0,105.0,37.0,244.0,2177.0,2,2,0
0,0,0,0,1,0,2472.0,2415.0,55.0,97.0,30.0,238.0,2662.0,2,2,0
0,0,0,0,1,0,2411.0,2362.0,63.0,98.0,39.0,239.0,2806.0,2,2,0
1,0,0,0,0,1,2515.0,2335.0,264.0,277.0,40.0,603.0,7436.0,2,2,0
0,0,0,0,1,0,2393.0,2323.0,105.0,108.0,24.0,233.0,1645.0,2,2,0
0,0,0,0,1,0,2431.0,2364.0,161.0,101.0,21.0,223.0,1658.0,2,2,0
0,0,0,0,1,0,2610.0,2546.0,234.0,108.0,27.0,240.0,1756.0,2,2,0
0,0,0,0,1,0,2570.0,2500.0,234.0,100.0,27.0,221.0,1317.0,2,2,0
0,0,0,0,1,0,2502.0,2433.0,73.0,78.0,92.0,285.0,5727.0,2,2,0
0,0,0,0,1,0,2474.0,2389.0,18.0,95.0,15.0,202.0,849.0,2,2,0
0,0,0,0,1,0,2621.0,2568.0,305.0,95.0,128.0,356.0,8846.0,2,2,0
0,0,0,0,1,0,2479.0,2398.0,236.0,102.0,22.0,218.0,1342.0,2,2,0
1,0,0,1,0,0,2620.0,2465.0,53.0,259.0,85.0,585.0,14637.0,2,2,0
0,0,0,0,1,0,2287.0,2238.0,47.0,106.0,56.0,281.0,4806.0,2,2,0
1,0,0,1,0,0,2345.0,2215.0,139.0,237.0,44.0,507.0,8913.0,2,2,0
1,0,0,0,0,1,2502.0,2346.0,287.0,246.0,73.0,551.0,12896.0,2,2,0
1,0,0,1,0,0,2640.0,2465.0,139.0,262.0,82.0,610.0,11301.0,2,2,0
0,0,0,0,1,0,2559.0,2495.0,151.0,107.0,12.0,226.0,963.0,2,2,0
1,0,0,1,0,0,2543.0,2410.0,82.0,221.0,29.0,479.0,4209.0,2,2,0
1,0,0,0,0,1,2605.0,2449.0,126.0,296.0,101.0,702.0,13844.0,2,2,0
1,0,0,1,0,0,2203.0,2012.0,53.0,239.0,36.0,516.0,2263.0,2,2,0
0,0,0,0,1,0,2431.0,2355.0,203.0,103.0,42.0,250.0,3345.0,2,2,0
1,0,0,0,0,1,2461.0,2231.0,24.0,304.0,45.0,633.0,9949.0,3,3,0
0,0,0,0,1,0,2066.0,1995.0,200.0,102.0,33.0,233.0,2608.0,2,2,0
0,0,0,0,1,0,2019.0,1939.0,119.0,108.0,26.0,236.0,2188.0,2,2,0
1,0,0,1,0,0,2508.0,2351.0,78.0,275.0,94.0,623.0,17964.0,2,2,0
0,0,0,0,1,0,2619.0,2539.0,36.0,105.0,33.0,250.0,2778.0,2,2,0
1,0,0,1,0,0,2142.0,1964.0,236.0,322.0,43.0,689.0,8268.0,3,3,0
0,0,0,0,1,0,2214.0,2171.0,178.0,85.0,33.0,206.0,2027.0,2,2,0
1,0,0,1,0,0,2439.0,2307.0,119.0,241.0,114.0,617.0,20529.0,2,2,0
