snow_type_dry,snow_type_unknown,snow_type_wet,trigger_type_explosive,trigger_type_natural,trigger_type_unknown,max_elevation,min_elevation,aspect_degrees,length,width,perimeter,area,aval_size_class,weight_AAI,risk_index
0,0,1,0,1,0,2059.0,1972.0,37.0,111.0,20.0,238.0,1848.0,2,2,0
0,0,1,0,1,0,2116.0,1967.0,189.0,341.0,67.0,766.0,12920.0,3,3,0
0,0,1,0,1,0,2196.0,2088.0,298.0,240.0,100.0,584.0,14986.0,2,2,0
0,0,1,0,1,0,2243.0,2091.0,111.0,200.0,32.0,428.0,3627.0,2,2,0
0,0,1,0,1,0,2641.0,2437.0,131.0,363.0,148.0,1122.0,25045.0,3,3,0
0,0,1,0,1,0,2080.0,2054.0,343.0,43.0,63.0,171.0,2101.0,2,2,0
0,0,1,0,1,0,2620.0,2508.0,147.0,152.0,31.0,422.0,2805.0,2,2,0
0,0,0,0,0,1,2535.0,2410.0,254.0,394.0,177.0,960.0,45904.0,3,3,0
0,0,0,0,1,0,2487.0,2393.0,39.0,96.0,20.0,210.0,1394.0,2,2,0
0,0,1,0,0,1,2478.0,2226.0,50.0,427.0,62.0,895.0,18837.0,3,3,0
0,0,1,0,1,0,2234.0,1924.0,24.0,504.0,105.0,1109.0,20225.0,3,3,0
0,0,1,0,1,0,2598.0,2496.0,271.0,148.0,34.0,331.0,3413.0,2,2,0
0,0,1,0,1,0,2611.0,2143.0,69.0,720.0,163.0,1630.0,47710.0,3,3,0
0,0,1,0,1,0,1996.0,1816.0,35.0,232.0,168.0,670.0,30884.0,2,2,0
0,0,1,0,1,0,2021.0,1886.0,167.0,278.0,76.0,626.0,8449.0,2,2,0
0,0,1,0,1,0,2582.0,2513.0,222.0,123.0,66.0,345.0,4848.0,2,2,0
0,0,1,0,1,0,2499.0,2480.0,145.0,45.0,36.0,131.0,1216.0,1,1,0
0,0,0,0,1,0,2242.0,2173.0,87.0,100.0,37.0,242.0,3059.0,2,2,0
0,0,1,0,1,0,2543.0,2459.0,70.0,123.0,37.0,289.0,3790.0,2,2,0
0,0,1,0,1,0,2270.0,2164.0,36.0,145.0,211.0,603.0,20135.0,2,2,0
0,0,0,0,1,0,2523.0,2456.0,321.0,79.0,19.0,168.0,913.0,2,2,0
0,0,1,0,1,0,2502.0,2348.0,229.0,245.0,137.0,789.0,19830.0,2,2,0
0,0,1,0,1,0,2565.0,2407.0,11.0,243.0,26.0,500.0,3145.0,2,2,0
0,0,1,0,1,0,2488.0,2468.0,17.0,43.0,25.0,126.0,730.0,1,1,0
0,0,1,0,1,0,2366.0,2243.0,137.0,212.0,88.0,509.0,13836.0,2,2,0
0,0,0,0,0,1,2261.0,2001.0,254.0,404.0,40.0,841.0,9598.0,3,3,0
0,0,1,0,1,0,2456.0,2291.0,40.0,196.0,30.0,407.0,2530.0,2,2,0
0,0,1,0,1,0,2544.0,2483.0,132.0,125.0,23.0,269.0,1990.0,2,2,0
0,0,0,0,0,1,2096.0,1839.0,229.0,393.0,96.0,862.0,29057.0,3,3,0
0,0,0,0,1,0,2339.0,2284.0,76.0,100.0,41.0,244.0,3043.0,2,2,0
0,0,0,0,1,0,2397.0,2355.0,239.0,89.0,68.0,270.0,5145.0,2,2,0
0,0,1,0,1,0,2602.0,2514.0,3.0,113.0,19.0,240.0,1287.0,2,2,0
0,0,0,0,1,0,2004.0,1949.0,147.0,89.0,39.0,218.0,2790.0,2,2,0
0,0,1,0,1,0,2540.0,2506.0,313.0,43.0,20.0,111.0,678.0,1,1,0
0,0,1,0,1,0,2419.0,2347.0,334.0,155.0,75.0,411.0,9978.0,2,2,0
0,0,1,0,1,0,2309.0,1726.0,28.0,906.0,229.0,2622.0,33489.0,3,3,0
0,0,1,0,1,0,2441.0,1889.0,79.0,871.0,111.0,1916.0,35230.0,3,3,0
0,0,1,0,1,0,2387.0,2281.0,246.0,168.0,58.0,400.0,7987.0,2,2,0
0,0,0,0,1,0,2560.0,2481.0,14.0,102.0,31.0,220.0,1856.0,2,2,0
0,0,1,0,1,0,2667.0,2636.0,247.0,38.0,47.0,161.0,1588.0,1,1,0
0,0,1,0,1,0,2470.0,2362.0,46.0,241.0,68.0,547.0,10584.0,2,2,0
0,0,1,0,1,0,2381.0,2280.0,45.0,202.0,42.0,435.0,6319.0,2,2,0
0,0,0,0,0,1,2245.0,2040.0,344.0,405.0,127.0,950.0,38926.0,3,3,0
0,0,1,0,1,0,2439.0,2254.0,63.0,215.0,71.0,510.0,7548.0,2,2,0
0,0,1,0,1,0,2273.0,1792.0,241.0,827.0,85.0,1709.0,46619.0,3,3,0
0,0,1,0,1,0,2089.0,1992.0,40.0,144.0,33.0,316.0,3924.0,2,2,0
0,0,0,0,1,0,2379.0,2324.0,96.0,90.0,25.0,197.0,1576.0,2,2,0
0,0,1,0,1,0,2352.0,1759.0,30.0,899.0,81.0,1864.0,30965.0,3,3,0
0,0,1,0,1,0,2401.0,2250.0,135.0,230.0,38.0,489.0,5492.0,2,2,0
0,0,1,0,1,0,1753.0,1731.0,249.0,49.0,35.0,132.0,1191.0,1,1,0
0,0,1,0,1,0,2117.0,2043.0,124.0,132.0,19.0,293.0,2245.0,2,2,0
0,0,1,0,1,0,2300.0,2231.0,55.0,118.0,17.0,253.0,1250.0,2,2,0
0,0,1,0,1,0,2138.0,2005.0,21.0,240.0,56.0,524.0,10581.0,2,2,0
0,0,1,0,1,0,2634.0,2294.0,82.0,633.0,128.0,1392.0,56699.0,3,3,0
0,0,0,0,1,0,1978.0,1932.0,39.0,74.0,44.0,207.0,2666.0,2,2,0
0,0,0,0,0,1,2613.0,2399.0,343.0,385.0,140.0,1596.0,32988.0,3,3,0
0,0,1,0,1,0,2602.0,2573.0,233.0,49.0,35.0,150.0,1389.0,1,1,0
0,0,1,0,1,0,2111.0,1903.0,82.0,354.0,49.0,749.0,7747.0,3,3,0
0,0,1,0,1,0,2347.0,2255.0,3.0,151.0,32.0,334.0,3181.0,2,2,0
0,0,0,0,0,1,2301.0,2095.0,184.0,385.0,123.0,889.0,21618.0,3,3,0
0,0,1,0,1,0,1964.0,1852.0,35.0,192.0,81.0,493.0,11182.0,2,2,0
0,0,1,0,1,0,2007.0,1989.0,230.0,43.0,50.0,151.0,1678.0,1,1,0
0,0,1,0,1,0,2475.0,2434.0,97.0,57.0,24.0,139.0,1067.0,2,2,0
0,0,1,0,1,0,2459.0,2355.0,339.0,152.0,22.0,316.0,1617.0,2,2,0
0,0,1,0,1,0,1920.0,1767.0,51.0,188.0,26.0,400.0,3161.0,2,2,0
0,0,1,0,1,0,2095.0,1875.0,86.0,319.0,37.0,677.0,7820.0,3,3,0
0,0,1,0,1,0,2090.0,2017.0,190.0,145.0,29.0,325.0,3169.0,2,2,0
0,0,1,0,1,0,2060.0,1882.0,69.0,262.0,29.0,559.0,5901.0,2,2,0
0,0,1,0,1,0,2606.0,2529.0,306.0,126.0,33.0,291.0,3067.0,2,2,0
0,0,0,0,1,0,2220.0,2172.0,23.0,84.0,21.0,184.0,1326.0,2,2,0
0,0,1,0,0,1,2477.0,2195.0,37.0,426.0,66.0,930.0,22718.0,3,3,0
0,0,1,0,1,0,2246.0,1658.0,32.0,920.0,92.0,1896.0,24631.0,3,3,0
0,0,1,0,1,0,2081.0,1909.0,126.0,270.0,69.0,617.0,9857.0,2,2,0
0,0,1,0,1,0,2558.0,2493.0,255.0,114.0,29.0,252.0,2776.0,2,2,0
0,0,1,0,1,0,2646.0,2551.0,244.0,122.0,27.0,271.0,2025.0,2,2,0
0,0,1,0,1,0,1894.0,1811.0,49.0,114.0,29.0,262.0,2726.0,2,2,0
0,0,0,0,0,1,2614.0,2399.0,54.0,361.0,261.0,1329.0,33952.0,3,3,0
0,0,1,0,1,0,2252.0,2093.0,58.0,202.0,24.0,418.0,2551.0,2,2,0
0,0,1,0,1,0,2257.0,2231.0,285.0,47.0,26.0,122.0,940.0,1,1,0
0,0,1,0,1,0,2576.0,2528.0,293.0,41.0,55.0,167.0,1850.0,2,2,0
0,0,0,0,1,0,2082.0,2011.0,129.0,86.0,43.0,216.0,2572.0,2,2,0
0,0,1,0,1,0,2465.0,2351.0,52.0,159.0,38.0,346.0,3083.0,2,2,0
0,0,0,0,1,0,2389.0,2330.0,87.0,85.0,18.0,184.0,835.0,2,2,0
0,0,1,0,1,0,2513.0,2391.0,16.0,138.0,23.0,297.0,2087.0,2,2,0
0,0,1,0,1,0,2514.0,2406.0,347.0,157.0,37.0,341.0,3844.0,2,2,0
0,0,1,0,1,0,2224.0,1992.0,249.0,337.0,26.0,698.0,5368.0,3,3,0
0,0,0,0,1,0,2538.0,2478.0,302.0,82.0,26.0,187.0,1565.0,2,2,0
0,0,1,0,1,0,1911.0,1828.0,38.0,139.0,23.0,296.0,2806.0,2,2,0
0,0,0,0,1,0,2098.0,2041.0,68.0,84.0,37.0,220.0,2769.0,2,2,0
0,0,1,0,1,0,2084.0,1826.0,31.0,360.0,80.0,785.0,15021.0,3,3,0
0,0,0,0,0,1,2179.0,1965.0,246.0,421.0,64.0,924.0,15327.0,3,3,0
0,0,1,0,1,0,2597.0,2500.0,254.0,146.0,57.0,341.0,4242.0,2,2,0
0,0,1,0,1,0,2340.0,2118.0,257.0,427.0,111.0,1085.0,16864.0,3,3,0
0,0,1,0,1,0,2065.0,2037.0,236.0,42.0,16.0,111.0,542.0,1,1,0
0,0,1,0,1,0,2447.0,2277.0,32.0,214.0,34.0,464.0,2405.0,2,2,0
0,0,1,0,1,0,2343.0,2137.0,279.0,336.0,46.0,691.0,4612.0,3,3,0
0,0,1,0,1,0,2530.0,2411.0,146.0,191.0,27.0,397.0,2369.0,2,2,0
0,0,1,0,1,0,1899.0,1699.0,324.0,287.0,34.0,599.0,3861.0,2,2,0
0,0,1,0,1,0,2377.0,2339.0,55.0,50.0,3.0,101.0,102.0,1,1,0
0,0,1,0,1,0,1994.0,1875.0,45.0,211.0,110.0,536.0,18678.0,2,2,0
0,0,0,0,1,0,2080.0,2015.0,33.0,96.0,31.0,223.0,2343.0,2,2,0
0,0,1,0,1,0,2601.0,2577.0,112.0,38.0,28.0,110.0,850.0,1,1,0
0,0,1,0,1,0,2081.0,2049.0,131.0,49.0,32.0,136.0,1237.0,1,1,0
0,0,0,0,0,1,2744.0,2466.0,307.0,423.0,64.0,889.0,15041.0,3,3,0
0,0,0,0,0,1,2644.0,2411.0,86.0,385.0,158.0,938.0,34624.0,3,3,0
0,0,1,0,1,0,2016.0,1862.0,85.0,237.0,53.0,523.0,5205.0,2,2,0
0,0,1,0,1,0,2548.0,2429.0,102.0,166.0,87.0,450.0,10420.0,2,2,0
0,0,1,0,1,0,2735.0,2441.0,298.0,457.0,41.0,943.0,5882.0,3,3,0
0,0,1,0,1,0,2199.0,2073.0,241.0,158.0,128.0,834.0,11334.0,2,2,0
0,0,0,0,1,0,2388.0,2344.0,247.0,87.0,19.0,187.0,1140.0,2,2,0
1,0,0,0,1,0,2223.0,2135.0,69.0,155.0,74.0,408.0,9706.0,2,2,0
0,0,0,0,1,0,1984.0,1927.0,130.0,108.0,34.0,248.0,2613.0,2,2,0
0,0,1,0,1,0,1863.0,1679.0,127.0,338.0,63.0,742.0,14569.0,3,3,0
0,0,1,0,1,0,2412.0,2239.0,150.0,288.0,49.0,614.0,7569.0,2,2,0
0,0,1,0,1,0,1566.0,1543.0,146.0,36.0,32.0,113.0,780.0,1,1,0
0,0,1,0,1,0,2481.0,2376.0,250.0,175.0,46.0,452.0,5678.0,2,2,0
0,0,1,0,1,0,2568.0,2427.0,14.0,193.0,30.0,417.0,1775.0,2,2,0
0,0,1,0,1,0,2067.0,1882.0,65.0,268.0,105.0,635.0,21704.0,2,2,0
0,0,1,0,1,0,2401.0,2245.0,294.0,223.0,73.0,508.0,12028.0,2,2,0
0,0,1,0,1,0,2041.0,1860.0,59.0,371.0,52.0,798.0,6709.0,3,3,0
0,0,1,0,1,0,2246.0,2177.0,102.0,125.0,67.0,327.0,6675.0,2,2,0
0,0,1,1,0,0,2584.0,2475.0,247.0,193.0,83.0,448.0,11901.0,2,2,0
0,0,1,0,1,0,2008.0,1904.0,36.0,164.0,44.0,366.0,4865.0,2,2,0
0,0,1,0,1,0,2033.0,1882.0,73.0,211.0,30.0,442.0,3810.0,2,2,0
0,0,1,0,1,0,2615.0,2504.0,241.0,158.0,21.0,325.0,1816.0,2,2,0
0,0,1,1,0,0,2557.0,2428.0,97.0,194.0,50.0,431.0,6902.0,2,2,0
0,0,1,0,1,0,2647.0,2378.0,306.0,550.0,72.0,1169.0,29175.0,3,3,0
0,0,1,1,0,0,2478.0,2362.0,152.0,193.0,230.0,747.0,26671.0,2,2,0
0,0,1,0,1,0,2503.0,2362.0,234.0,220.0,99.0,596.0,9764.0,2,2,0
0,0,1,0,1,0,2115.0,2079.0,28.0,51.0,21.0,125.0,864.0,2,2,0
0,0,1,0,1,0,2160.0,1996.0,297.0,230.0,67.0,518.0,8598.0,2,2,0
0,0,1,1,0,0,2452.0,2337.0,294.0,193.0,46.0,445.0,6566.0,2,2,0
0,0,1,1,0,0,2544.0,2451.0,38.0,193.0,52.0,435.0,7073.0,2,2,0
0,0,1,0,1,0,2188.0,2063.0,170.0,227.0,47.0,485.0,5887.0,2,2,0
0,0,1,0,1,0,2671.0,2654.0,121.0,21.0,47.0,114.0,663.0,1,1,0
0,0,1,0,1,0,2196.0,1875.0,219.0,491.0,89.0,1705.0,21791.0,3,3,0
0,0,1,0,1,0,1914.0,1662.0,9.0,344.0,19.0,707.0,5000.0,3,3,0
0,0,1,0,1,0,2462.0,2301.0,241.0,246.0,47.0,538.0,5276.0,2,2,0
0,0,1,0,1,0,2502.0,1852.0,45.0,1131.0,189.0,2423.0,35736.0,4,4,0
0,0,1,0,1,0,2611.0,2138.0,72.0,702.0,198.0,1637.0,39919.0,3,3,0
0,0,1,0,1,0,2113.0,2080.0,59.0,53.0,18.0,126.0,810.0,2,2,0
0,0,1,0,1,0,2825.0,2581.0,184.0,354.0,87.0,835.0,14954.0,3,3,0
0,0,1,0,1,0,2172.0,2003.0,284.0,248.0,60.0,556.0,7525.0,2,2,0
0,0,1,0,1,0,2203.0,2185.0,101.0,33.0,15.0,86.0,408.0,1,1,0
0,0,1,0,1,0,2342.0,2256.0,120.0,117.0,189.0,468.0,13369.0,2,2,0
0,0,1,0,1,0,2037.0,1924.0,132.0,197.0,32.0,427.0,4582.0,2,2,0
0,0,1,0,1,0,2024.0,1940.0,305.0,125.0,27.0,269.0,2016.0,2,2,0
0,0,1,0,1,0,2133.0,1628.0,297.0,835.0,350.0,2201.0,195552.0,3,3,0
0,0,1,0,1,0,2517.0,2393.0,267.0,163.0,30.0,347.0,2619.0,2,2,0
0,0,1,0,1,0,2051.0,1943.0,139.0,165.0,38.0,374.0,5021.0,2,2,0
0,0,1,0,1,0,1978.0,1834.0,77.0,302.0,45.0,643.0,10122.0,3,3,0
0,0,1,0,1,0,2262.0,2151.0,279.0,198.0,40.0,417.0,3806.0,2,2,0
0,0,1,0,1,0,1996.0,1916.0,74.0,148.0,29.0,327.0,3616.0,2,2,0
0,0,1,0,1,0,2308.0,2142.0,103.0,258.0,25.0,524.0,3259.0,2,2,0
0,0,1,0,1,0,2001.0,1916.0,312.0,138.0,31.0,292.0,2600.0,2,2,0
0,0,1,0,1,0,2055.0,1955.0,34.0,217.0,59.0,491.0,10857.0,2,2,0
0,0,1,0,1,0,2158.0,1888.0,268.0,374.0,44.0,782.0,8922.0,3,3,0
0,0,1,0,1,0,2226.0,1948.0,124.0,422.0,56.0,902.0,10579.0,3,3,0
0,0,1,0,1,0,2520.0,2496.0,240.0,41.0,24.0,111.0,741.0,1,1,0
0,0,1,0,1,0,2379.0,2264.0,128.0,173.0,25.0,362.0,3179.0,2,2,0
0,0,1,0,1,0,2306.0,2294.0,21.0,34.0,44.0,119.0,997.0,1,1,0
0,0,1,0,1,0,2490.0,2379.0,75.0,199.0,90.0,490.0,11314.0,2,2,0
0,0,1,0,1,0,2018.0,1698.0,51.0,435.0,98.0,998.0,22579.0,3,3,0
0,0,1,0,1,0,2110.0,1875.0,74.0,339.0,33.0,692.0,6268.0,3,3,0
0,0,1,0,1,0,2110.0,2063.0,276.0,35.0,13.0,84.0,255.0,1,1,0
0,0,1,0,1,0,2578.0,2333.0,182.0,394.0,46.0,811.0,2930.0,3,3,0
0,0,1,0,1,0,2302.0,2197.0,197.0,193.0,36.0,411.0,4356.0,2,2,0
0,0,1,0,1,0,2629.0,2500.0,191.0,176.0,27.0,376.0,3459.0,2,2,0
0,0,1,0,1,0,1715.0,1660.0,351.0,123.0,93.0,369.0,9248.0,2,2,0
0,0,1,0,1,0,1808.0,1656.0,47.0,226.0,23.0,458.0,3218.0,2,2,0
0,0,1,0,1,0,2215.0,2190.0,71.0,33.0,26.0,100.0,691.0,1,1,0
0,0,1,0,1,0,2493.0,2468.0,4.0,49.0,23.0,124.0,930.0,1,1,0
0,0,1,1,0,0,2491.0,2344.0,35.0,192.0,51.0,442.0,7695.0,2,2,0
0,0,0,0,1,0,2458.0,2376.0,30.0,91.0,19.0,197.0,1212.0,2,2,0
0,0,1,0,1,0,2284.0,1890.0,261.0,571.0,50.0,1184.0,17601.0,3,3,0
0,0,1,0,1,0,2480.0,2276.0,40.0,290.0,69.0,663.0,9726.0,2,2,2
0,0,1,0,1,0,2629.0,2483.0,313.0,233.0,119.0,674.0,20262.0,2,2,2
0,0,1,0,1,0,2110.0,1953.0,161.0,256.0,115.0,1112.0,12081.0,2,2,2
0,0,1,0,1,0,2119.0,1821.0,46.0,449.0,92.0,976.0,16245.0,3,3,2
0,0,1,0,1,0,2282.0,2206.0,124.0,132.0,33.0,286.0,2460.0,2,2,2
0,0,1,0,1,0,2304.0,2212.0,64.0,160.0,47.0,363.0,5857.0,2,2,2
0,0,1,0,1,0,2159.0,2007.0,287.0,223.0,76.0,517.0,10739.0,2,2,2
0,0,1,0,1,0,2505.0,2472.0,7.0,38.0,55.0,171.0,1878.0,2,2,2
0,0,1,0,1,0,2258.0,1609.0,32.0,1129.0,342.0,3944.0,114380.0,4,4,2
0,0,1,0,1,0,2591.0,2392.0,94.0,298.0,109.0,706.0,22742.0,2,2,2
0,0,1,0,1,0,2500.0,2296.0,54.0,290.0,30.0,596.0,4738.0,2,2,2
0,0,1,0,1,0,2325.0,1757.0,35.0,807.0,92.0,1689.0,28940.0,3,3,2
0,0,1,0,1,0,2040.0,1792.0,56.0,383.0,143.0,1155.0,37920.0,3,3,2
0,0,1,0,1,0,2361.0,2241.0,139.0,211.0,50.0,487.0,9333.0,2,2,2
0,0,1,0,1,0,2525.0,2456.0,84.0,142.0,41.0,326.0,4116.0,2,2,2
0,0,1,0,1,0,2509.0,2358.0,229.0,232.0,95.0,553.0,14090.0,2,2,2
0,0,1,0,1,0,1961.0,1799.0,69.0,220.0,32.0,470.0,3238.0,2,2,2
0,0,1,0,1,0,2495.0,2286.0,316.0,280.0,54.0,653.0,7565.0,2,2,2
0,0,1,0,1,0,2202.0,1980.0,72.0,287.0,48.0,606.0,5655.0,2,2,2
0,0,1,0,1,0,2514.0,2382.0,237.0,200.0,39.0,432.0,5517.0,2,2,2
0,0,1,0,1,0,1852.0,1683.0,61.0,319.0,54.0,697.0,11149.0,3,3,2
0,0,1,0,1,0,2343.0,1693.0,46.0,1024.0,162.0,2524.0,51776.0,4,4,2
0,0,1,0,1,0,2587.0,2500.0,221.0,139.0,67.0,393.0,4798.0,2,2,2
0,0,0,0,1,0,2476.0,2383.0,29.0,103.0,16.0,216.0,966.0,2,2,2
0,0,0,0,1,0,2481.0,2382.0,26.0,106.0,16.0,225.0,809.0,2,2,2
0,0,1,0,1,0,2094.0,1973.0,120.0,160.0,63.0,408.0,3458.0,2,2,2
0,0,1,0,1,0,2533.0,2348.0,288.0,292.0,78.0,658.0,19027.0,2,2,2
0,0,1,0,1,0,2583.0,2428.0,52.0,316.0,107.0,717.0,26656.0,3,3,2
0,0,1,0,1,0,2400.0,2219.0,160.0,324.0,49.0,688.0,6497.0,3,3,2
0,0,1,0,1,0,1985.0,1897.0,263.0,167.0,24.0,360.0,3505.0,2,2,2
0,0,1,0,1,0,2394.0,2294.0,146.0,140.0,31.0,301.0,2975.0,2,2,2
0,0,1,0,1,0,2590.0,2483.0,242.0,170.0,44.0,391.0,5684.0,2,2,2
0,0,1,0,1,0,2065.0,1952.0,143.0,158.0,58.0,358.0,6044.0,2,2,2
0,0,1,0,1,0,2274.0,2195.0,116.0,149.0,56.0,415.0,5599.0,2,2,2
0,0,1,0,1,0,2465.0,2378.0,237.0,140.0,35.0,303.0,2895.0,2,2,2
0,0,1,0,1,0,2561.0,2444.0,137.0,189.0,52.0,431.0,3171.0,2,2,2
0,0,1,0,1,0,2357.0,1897.0,23.0,667.0,68.0,1389.0,17219.0,3,3,2
0,0,1,0,1,0,2437.0,2222.0,24.0,341.0,74.0,744.0,9717.0,3,3,2
0,0,1,0,1,0,2074.0,1921.0,61.0,187.0,45.0,431.0,6305.0,2,2,2
0,0,1,0,1,0,1682.0,1678.0,252.0,14.0,46.0,107.0,515.0,1,1,2
0,0,1,0,1,0,2162.0,2049.0,187.0,194.0,34.0,420.0,4983.0,2,2,2
1,0,0,0,0,0,2155.0,1997.0,281.0,217.0,43.0,477.0,7201.0,2,2,2
1,0,0,0,0,0,2490.0,2431.0,61.0,58.0,13.0,123.0,480.0,2,2,2
1,0,0,0,0,0,1943.0,1918.0,122.0,55.0,20.0,124.0,826.0,2,2,2
1,0,0,0,1,0,2089.0,1996.0,41.0,112.0,17.0,232.0,1009.0,2,2,2
0,0,1,0,1,0,2085.0,1969.0,82.0,160.0,39.0,348.0,4578.0,2,2,2
0,0,1,0,1,0,2438.0,2358.0,278.0,128.0,37.0,283.0,2341.0,2,2,2
0,0,1,0,1,0,1992.0,1904.0,133.0,160.0,73.0,391.0,7167.0,2,2,2
0,0,1,0,1,0,2542.0,2341.0,50.0,267.0,29.0,549.0,3802.0,2,2,2
0,0,1,0,1,0,1917.0,1804.0,305.0,193.0,33.0,415.0,4464.0,2,2,2
0,0,1,0,1,0,2073.0,1921.0,97.0,201.0,32.0,424.0,4218.0,2,2,2
1,0,0,0,0,1,2611.0,2469.0,56.0,284.0,57.0,607.0,12007.0,2,2,2
0,0,1,0,1,0,2140.0,1979.0,258.0,269.0,34.0,575.0,6796.0,2,2,2
0,0,1,0,1,0,2480.0,2348.0,25.0,177.0,51.0,413.0,6320.0,2,2,2
1,0,0,0,0,1,2493.0,2056.0,264.0,912.0,173.0,1982.0,62918.0,3,3,2
0,0,1,0,1,0,2491.0,2379.0,237.0,171.0,46.0,392.0,5915.0,2,2,2
0,0,1,0,1,0,2002.0,1660.0,58.0,530.0,69.0,1134.0,16333.0,3,3,2
0,0,1,0,1,0,2352.0,1754.0,29.0,907.0,86.0,1872.0,25814.0,3,3,2
0,0,1,0,1,0,2065.0,1975.0,268.0,153.0,47.0,356.0,5376.0,2,2,2
0,0,1,0,1,0,2523.0,2399.0,12.0,201.0,17.0,411.0,2275.0,2,2,2
0,0,1,0,1,0,2668.0,2555.0,167.0,176.0,33.0,387.0,3480.0,2,2,2
0,0,1,0,1,0,1987.0,1775.0,287.0,294.0,24.0,604.0,4426.0,2,2,2
0,0,1,0,1,0,2129.0,2017.0,126.0,177.0,49.0,394.0,5318.0,2,2,2
0,0,1,0,1,0,1939.0,1800.0,71.0,189.0,8.0,379.0,192.0,2,2,2
1,0,0,0,0,1,2578.0,2550.0,92.0,42.0,17.0,103.0,548.0,1,1,2
0,0,1,0,1,0,2090.0,1916.0,121.0,286.0,38.0,604.0,6127.0,2,2,2
1,0,0,0,0,1,2120.0,2067.0,39.0,114.0,72.0,311.0,6039.0,2,2,2
0,0,1,0,1,0,2614.0,2502.0,39.0,185.0,69.0,448.0,9169.0,2,2,2
0,0,1,0,1,0,2095.0,1998.0,40.0,115.0,32.0,268.0,3222.0,2,2,2
1,0,0,0,0,1,2562.0,2529.0,330.0,51.0,25.0,128.0,970.0,2,2,2
0,0,1,0,1,0,2656.0,2549.0,163.0,207.0,63.0,467.0,9674.0,2,2,2
0,0,1,0,1,0,2375.0,2234.0,277.0,241.0,22.0,504.0,3698.0,2,2,2
0,0,1,0,1,0,1907.0,1725.0,293.0,317.0,53.0,686.0,12734.0,3,3,2
0,0,1,0,1,0,2451.0,2309.0,46.0,173.0,32.0,375.0,1993.0,2,2,2
0,0,0,0,1,0,2513.0,2430.0,230.0,100.0,31.0,226.0,2415.0,2,2,2
1,0,0,0,0,1,2714.0,2343.0,227.0,557.0,61.0,1177.0,15679.0,3,3,2
1,0,0,0,1,0,2681.0,2600.0,121.0,130.0,45.0,310.0,4880.0,2,2,2
1,0,0,0,0,1,2668.0,2641.0,129.0,84.0,47.0,219.0,3135.0,2,2,2
1,0,0,0,0,1,2541.0,2515.0,252.0,39.0,19.0,96.0,446.0,1,1,2
1,0,0,0,0,1,2424.0,2357.0,156.0,98.0,116.0,365.0,9403.0,2,2,2
1,0,0,0,0,1,2250.0,1747.0,69.0,731.0,129.0,1600.0,69615.0,3,3,2
1,0,0,0,0,1,2760.0,2679.0,232.0,114.0,60.0,288.0,5111.0,2,2,2
1,0,0,0,0,1,2252.0,1577.0,31.0,1315.0,199.0,2798.0,115979.0,4,4,2
1,0,0,0,0,1,2420.0,2350.0,217.0,118.0,48.0,289.0,4511.0,2,2,2
1,0,0,0,0,1,2600.0,2539.0,112.0,107.0,23.0,233.0,1884.0,2,2,2
1,0,0,0,0,1,2570.0,2510.0,12.0,107.0,246.0,668.0,21851.0,2,2,2
1,0,0,0,0,0,2519.0,2472.0,140.0,48.0,64.0,175.0,1945.0,2,2,2
0,0,1,0,1,0,1941.0,1915.0,199.0,34.0,57.0,143.0,1254.0,2,2,2
0,0,1,0,1,0,2511.0,2412.0,322.0,150.0,33.0,321.0,2902.0,2,2,0
0,0,0,0,1,0,2158.0,2093.0,1.0,101.0,27.0,222.0,1986.0,2,2,0
0,0,0,0,1,0,2471.0,2413.0,82.0,91.0,32.0,210.0,1810.0,2,2,0
0,0,1,0,1,0,2255.0,1634.0,57.0,1012.0,114.0,2136.0,55926.0,4,4,0
0,0,1,0,1,0,2259.0,2223.0,14.0,56.0,27.0,147.0,1277.0,2,2,0
0,0,1,0,1,0,2476.0,2438.0,355.0,55.0,63.0,189.0,2647.0,2,2,0
0,0,0,0,1,0,2240.0,2167.0,174.0,103.0,60.0,264.0,4287.0,2,2,0
0,0,0,0,1,0,2550.0,2469.0,287.0,101.0,30.0,227.0,2316.0,2,2,0
0,0,1,0,1,0,2150.0,2018.0,302.0,180.0,45.0,495.0,4654.0,2,2,0
0,0,1,0,1,0,2398.0,2302.0,181.0,148.0,38.0,323.0,3779.0,2,2,0
0,0,0,0,1,0,2296.0,2224.0,72.0,97.0,28.0,224.0,2312.0,2,2,0
0,0,0,0,1,0,2558.0,2495.0,308.0,89.0,27.0,217.0,2111.0,2,2,0
0,0,0,0,1,0,2331.0,2276.0,12.0,101.0,68.0,275.0,4432.0,2,2,0
0,0,1,0,1,0,2515.0,2364.0,246.0,205.0,45.0,446.0,6104.0,2,2,0
0,0,1,0,1,0,2239.0,2203.0,131.0,50.0,41.0,155.0,1680.0,1,1,0
0,0,0,0,1,0,2548.0,2491.0,9.0,96.0,16.0,196.0,812.0,2,2,0
0,0,0,0,1,0,2059.0,2008.0,100.0,98.0,23.0,221.0,1740.0,2,2,0
0,0,0,0,1,0,2365.0,2318.0,238.0,95.0,25.0,220.0,1991.0,2,2,0
0,0,0,0,1,0,2518.0,2435.0,206.0,92.0,32.0,203.0,1890.0,2,2,0
0,0,0,0,1,0,2337.0,2264.0,300.0,100.0,29.0,238.0,2132.0,2,2,0
